"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2024-06-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",132,0.305555555555556,0.168152866242038,143.166666666667,0.1703013481364,27.368535330218,35.872217347151
2024-06-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",300,0.694444444444444,0.382165605095541,311.833333333333,0.370935765265662,64.127782652849,72.631464669782
2024-06-01,"Oesophageal","Stage I",35,0.0632911392405063,0.0510204081632653,29.9166666666667,0.041753896254943,NA,NA
2024-06-01,"Oesophageal","Stage II",145,0.262206148282098,0.211370262390671,145.666666666667,0.203303093742731,NA,NA
2024-06-01,"Oesophageal","Stage III",149,0.269439421338156,0.217201166180758,145.75,0.203419399860433,NA,NA
2024-06-01,"Oesophageal","Stage IV",224,0.40506329113924,0.326530612244898,266.333333333333,0.371714352174924,NA,NA
2024-06-01,"Oesophageal","Unknown stage",133,NA,0.193877551020408,128.833333333333,0.179809257966969,NA,NA
2024-06-01,"Oesophageal","Total",686,NA,NA,716.5,1,NA,NA
2024-06-01,"Oesophageal","TotalKnown",553,NA,NA,587.666666666667,NA,NA,NA
2024-06-01,"Oesophageal","Early stages (I+II)",180,0.325497287522604,0.262390670553936,175.583333333333,0.245056989997674,26.3177347989408,33.699720615532
2024-06-01,"Oesophageal","Late stages (III+IV)",373,0.674502712477396,0.543731778425656,412.083333333333,0.575133752035357,66.300279384468,73.6822652010592
2024-06-01,"Oesophago-gastric","Stage I",88,0.110970996216898,0.0851063829787234,68.25,0.0648353388220393,NA,NA
2024-06-01,"Oesophago-gastric","Stage II",187,0.235813366960908,0.180851063829787,184.75,0.175506649778341,NA,NA
2024-06-01,"Oesophago-gastric","Stage III",190,0.239596469104666,0.183752417794971,191.75,0.182156428119063,NA,NA
2024-06-01,"Oesophago-gastric","Stage IV",328,0.413619167717528,0.317214700193424,370.583333333333,0.352042431918936,NA,NA
2024-06-01,"Oesophago-gastric","Unknown stage",241,NA,0.233075435203095,237.333333333333,0.225459151361621,NA,NA
2024-06-01,"Oesophago-gastric","Total",1034,NA,NA,1052.66666666667,1,NA,NA
2024-06-01,"Oesophago-gastric","TotalKnown",793,NA,NA,815.333333333333,NA,NA,NA
2024-06-01,"Oesophago-gastric","Early stages (I+II)",275,0.346784363177806,0.265957446808511,253,0.24034198860038,27.9499867270247,34.2884346335815
2024-06-01,"Oesophago-gastric","Late stages (III+IV)",518,0.653215636822194,0.500967117988395,562.333333333333,0.534198860037999,65.7115653664185,72.0500132729752
2024-06-01,"Ovarian","Stage I",118,0.333333333333333,0.254310344827586,104.833333333333,0.226136976451555,NA,NA
2024-06-01,"Ovarian","Stage II",22,0.0621468926553672,0.0474137931034483,24.8333333333333,0.0535682185870933,NA,NA
2024-06-01,"Ovarian","Stage III",110,0.310734463276836,0.237068965517241,115.083333333333,0.248247348552939,NA,NA
2024-06-01,"Ovarian","Stage IV",104,0.293785310734463,0.224137931034483,96.5,0.208161064174007,NA,NA
2024-06-01,"Ovarian","Unknown stage",110,NA,0.237068965517241,122.333333333333,0.263886392234406,NA,NA
2024-06-01,"Ovarian","Total",464,NA,NA,463.583333333333,1,NA,NA
2024-06-01,"Ovarian","TotalKnown",354,NA,NA,341.25,NA,NA,NA
2024-06-01,"Ovarian","Early stages (I+II)",140,0.395480225988701,0.301724137931034,129.666666666667,0.279705195038648,33.0083234878441,43.2540079686902
2024-06-01,"Ovarian","Late stages (III+IV)",214,0.6045197740113,0.461206896551724,211.583333333333,0.456408412726946,56.7459920313098,66.9916765121558
2024-06-01,"Pancreatic","Stage I",79,0.145756457564576,0.10180412371134,69.1666666666667,0.086747491638796,NA,NA
2024-06-01,"Pancreatic","Stage II",68,0.125461254612546,0.0876288659793814,74.1666666666667,0.0930183946488294,NA,NA
2024-06-01,"Pancreatic","Stage III",101,0.186346863468635,0.130154639175258,88.1666666666667,0.110576923076923,NA,NA
2024-06-01,"Pancreatic","Stage IV",294,0.542435424354244,0.378865979381443,277.583333333333,0.348139632107023,NA,NA
2024-06-01,"Pancreatic","Unknown stage",234,NA,0.301546391752577,288.25,0.361517558528428,NA,NA
2024-06-01,"Pancreatic","Total",776,NA,NA,797.333333333333,1,NA,NA
2024-06-01,"Pancreatic","TotalKnown",542,NA,NA,509.083333333333,NA,NA,NA
2024-06-01,"Pancreatic","Early stages (I+II)",147,0.271217712177122,0.189432989690722,143.333333333333,0.179765886287625,24.423120138797,32.2144473820421
2024-06-01,"Pancreatic","Late stages (III+IV)",395,0.728782287822878,0.509020618556701,365.75,0.458716555183946,67.7855526179579,75.576879861203
2024-06-01,"Prostate","Stage I",1748,0.411584647986814,0.365079365079365,1667.5,0.349965895377512,NA,NA
2024-06-01,"Prostate","Stage II",615,0.144808099835178,0.128446115288221,626.75,0.131538905503961,NA,NA
2024-06-01,"Prostate","Stage III",1222,0.287732517070874,0.255221386800334,1245.83333333333,0.261468772408486,NA,NA
2024-06-01,"Prostate","Stage IV",662,0.155874735107134,0.138262322472849,713,0.149640589747626,NA,NA
2024-06-01,"Prostate","Unknown stage",541,NA,0.112990810359231,511.666666666667,0.107385836962415,NA,NA
2024-06-01,"Prostate","Total",4788,NA,NA,4764.75,1,NA,NA
2024-06-01,"Prostate","TotalKnown",4247,NA,NA,4253.08333333333,NA,NA,NA
2024-06-01,"Prostate","Early stages (I+II)",2363,0.556392747821992,0.493525480367586,2294.25,0.481504800881473,52.442332663628,55.4369859300403
2024-06-01,"Prostate","Late stages (III+IV)",1884,0.443607252178008,0.393483709273183,1958.83333333333,0.411109362156112,44.5630140699597,47.557667336372
2024-06-01,"Stomach","Stage I",53,0.220833333333333,0.152298850574713,38.3333333333333,0.114030738720873,NA,NA
2024-06-01,"Stomach","Stage II",42,0.175,0.120689655172414,39.0833333333333,0.116261774913237,NA,NA
2024-06-01,"Stomach","Stage III",41,0.170833333333333,0.117816091954023,46,0.136836886465047,NA,NA
2024-06-01,"Stomach","Stage IV",104,0.433333333333333,0.298850574712644,104.25,0.310114030738721,NA,NA
2024-06-01,"Stomach","Unknown stage",108,NA,0.310344827586207,108.5,0.322756569162122,NA,NA
2024-06-01,"Stomach","Total",348,NA,NA,336.166666666667,1,NA,NA
2024-06-01,"Stomach","TotalKnown",240,NA,NA,227.666666666667,NA,NA,NA
2024-06-01,"Stomach","Early stages (I+II)",95,0.395833333333333,0.272988505747126,77.4166666666667,0.23029251363411,28.1617910905205,40.3778300653211
2024-06-01,"Stomach","Late stages (III+IV)",145,0.604166666666667,0.416666666666667,150.25,0.446950917203768,59.6221699346789,71.8382089094795
2024-06-01,"Urological excl prostate","Stage I",600,0.530973451327434,0.364298724954463,537.5,0.326086956521739,NA,NA
2024-06-01,"Urological excl prostate","Stage II",179,0.158407079646018,0.108682452944748,214.666666666667,0.130232558139535,NA,NA
2024-06-01,"Urological excl prostate","Stage III",232,0.205309734513274,0.140862173649059,221.166666666667,0.13417593528817,NA,NA
2024-06-01,"Urological excl prostate","Stage IV",119,0.105309734513274,0.0722525804493018,133.5,0.0809908998988878,NA,NA
2024-06-01,"Urological excl prostate","Unknown stage",517,NA,0.313904068002429,541.5,0.328513650151668,NA,NA
2024-06-01,"Urological excl prostate","Total",1647,NA,NA,1648.33333333333,1,NA,NA
2024-06-01,"Urological excl prostate","TotalKnown",1130,NA,NA,1106.83333333333,NA,NA,NA
2024-06-01,"Urological excl prostate","Early stages (I+II)",779,0.689380530973451,0.472981177899211,752.166666666667,0.456319514661274,65.1494734488511,70.6395804495536
2024-06-01,"Urological excl prostate","Late stages (III+IV)",351,0.310619469026549,0.213114754098361,354.666666666667,0.215166835187058,29.3604195504464,34.8505265511489
2024-06-01,"Uterine","Stage I",463,0.74198717948718,0.653032440056417,433.333333333333,0.601782201134128,NA,NA
2024-06-01,"Uterine","Stage II",34,0.0544871794871795,0.0479548660084626,45.5833333333333,0.0633028584654554,NA,NA
2024-06-01,"Uterine","Stage III",75,0.120192307692308,0.105782792665726,85.75,0.119083439416734,NA,NA
2024-06-01,"Uterine","Stage IV",52,0.0833333333333333,0.073342736248237,55.75,0.077421594722833,NA,NA
2024-06-01,"Uterine","Unknown stage",85,NA,0.119887165021157,99.6666666666667,0.138409906260849,NA,NA
2024-06-01,"Uterine","Total",709,NA,NA,720.083333333333,1,NA,NA
2024-06-01,"Uterine","TotalKnown",624,NA,NA,620.416666666667,NA,NA,NA
2024-06-01,"Uterine","Early stages (I+II)",497,0.796474358974359,0.70098730606488,478.916666666667,0.665085059599583,73.7296854219994,80.3211395317398
2024-06-01,"Uterine","Late stages (III+IV)",127,0.203525641025641,0.179125528913963,141.5,0.196505034139567,19.6788604682603,26.2703145780006
2024-05-01,"All Cancers Combined","Stage I",7485,0.370214660203779,0.310851779558952,6773.25,0.299626199920374,NA,NA
2024-05-01,"All Cancers Combined","Stage II",4298,0.212582846968048,0.178495784708667,4029,0.178229647433534,NA,NA
2024-05-01,"All Cancers Combined","Stage III",4252,0.210307646651499,0.176585406370696,3971.41666666667,0.175682351032927,NA,NA
2024-05-01,"All Cancers Combined","Stage IV",4183,0.206894846176674,0.17371983886374,3898.75,0.172467817803795,NA,NA
2024-05-01,"All Cancers Combined","Unknown stage",3861,NA,0.160347190497944,3933.25,0.173993983809369,NA,NA
2024-05-01,"All Cancers Combined","Total",24079,NA,NA,22605.6666666667,1,NA,NA
2024-05-01,"All Cancers Combined","TotalKnown",20218,NA,NA,18672.4166666667,NA,NA,NA
2024-05-01,"All Cancers Combined","Early stages (I+II)",11783,0.582797507171827,0.489347564267619,10802.25,0.477855847353908,57.141566252072,58.5579561770592
2024-05-01,"All Cancers Combined","Late stages (III+IV)",8435,0.417202492828173,0.350305245234437,7870.16666666667,0.348150168836722,41.4420438229408,42.858433747928
2024-05-01,"All Cancers Combined (excluding Lung and Prostate)","Stage I",4538,0.373836395090205,0.298729510894609,4288.08333333333,0.29303197002312,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung and Prostate)","Stage II",3299,0.271768679462888,0.217168060035547,3162,0.216079543513172,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung and Prostate)","Stage III",2256,0.185847269132548,0.148508985583569,2156.83333333333,0.147390120841448,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung and Prostate)","Stage IV",2046,0.168547656314359,0.134685010861694,1934.5,0.132196672019681,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung and Prostate)","Unknown stage",3052,NA,0.20090843262458,3092.08333333333,0.211301693602579,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung and Prostate)","Total",15191,NA,NA,14633.5,1,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung and Prostate)","TotalKnown",12139,NA,NA,11541.4166666667,NA,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung and Prostate)","Early stages (I+II)",7837,0.645605074553093,0.515897570930156,7450.08333333333,0.509111513536292,63.6734320191946,65.4185983494051
2024-05-01,"All Cancers Combined (excluding Lung and Prostate)","Late stages (III+IV)",4302,0.354394925446907,0.283193996445264,4091.33333333333,0.279586792861129,34.5814016505949,36.3265679808054
2024-05-01,"All Cancers Combined (excluding Lung)","Stage I",6461,0.382828701783492,0.316003130196615,5942.25,0.306926474006353,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung)","Stage II",4006,0.237364460508384,0.195930744399883,3783.66666666667,0.195432280502397,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung)","Stage III",3619,0.214433844877644,0.177002836740683,3393.75,0.175292476950492,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung)","Stage IV",2791,0.165372992830479,0.136505918027976,2644,0.136566720900803,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung)","Unknown stage",3569,NA,0.174557370634843,3596.83333333333,0.185782047639954,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung)","Total",20446,NA,NA,19360.5,1,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung)","TotalKnown",16877,NA,NA,15763.6666666667,NA,NA,NA
2024-05-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",10467,0.620193162291876,0.511933874596498,9725.91666666667,0.502358754508751,60.9366857666888,62.4542434614049
2024-05-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",6410,0.379806837708124,0.313508754768659,6037.75,0.311859197851295,37.5457565385951,39.0633142333112
2024-05-01,"All Cancers Combined (excluding Prostate)","Stage I",5562,0.359302325581395,0.295473863153421,5119.08333333333,0.286323551346111,NA,NA
2024-05-01,"All Cancers Combined (excluding Prostate)","Stage II",3591,0.231976744186047,0.190767105822354,3407.33333333333,0.190580953091207,NA,NA
2024-05-01,"All Cancers Combined (excluding Prostate)","Stage III",2889,0.186627906976744,0.153474288142796,2734.5,0.152947647102692,NA,NA
2024-05-01,"All Cancers Combined (excluding Prostate)","Stage IV",3438,0.222093023255814,0.182639184020399,3189.25,0.178382989037214,NA,NA
2024-05-01,"All Cancers Combined (excluding Prostate)","Unknown stage",3344,NA,0.177645558861028,3428.5,0.191764859422776,NA,NA
2024-05-01,"All Cancers Combined (excluding Prostate)","Total",18824,NA,NA,17878.6666666667,1,NA,NA
2024-05-01,"All Cancers Combined (excluding Prostate)","TotalKnown",15480,NA,NA,14450.1666666667,NA,NA,NA
2024-05-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",9153,0.591279069767442,0.486240968975776,8526.41666666667,0.476904504437318,58.2014722665338,59.8050671242756
2024-05-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",6327,0.408720930232558,0.336113472163196,5923.75,0.331330636139906,40.1949328757244,41.7985277334662
2024-05-01,"Bladder","Stage I",242,0.442413162705667,0.278481012658228,225.75,0.281981888206516,NA,NA
2024-05-01,"Bladder","Stage II",198,0.361974405850091,0.227848101265823,169.166666666667,0.211304257312376,NA,NA
2024-05-01,"Bladder","Stage III",63,0.115173674588665,0.0724971231300345,64.4166666666667,0.0804621630061414,NA,NA
2024-05-01,"Bladder","Stage IV",44,0.0804387568555759,0.0506329113924051,38.75,0.0484022067242636,NA,NA
2024-05-01,"Bladder","Unknown stage",322,NA,0.37054085155351,302.5,0.377849484750703,NA,NA
2024-05-01,"Bladder","Total",869,NA,NA,800.583333333333,1,NA,NA
2024-05-01,"Bladder","TotalKnown",547,NA,NA,498.083333333333,NA,NA,NA
2024-05-01,"Bladder","Early stages (I+II)",440,0.804387568555759,0.506329113924051,394.916666666667,0.493286145518892,75.5107713057607,82.6154668399871
2024-05-01,"Bladder","Late stages (III+IV)",107,0.195612431444241,0.12313003452244,103.166666666667,0.128864369730405,17.3845331600129,24.4892286942393
2024-05-01,"Blood","Stage I",120,0.171919770773639,0.10221465076661,104.083333333333,0.0964478764478764,NA,NA
2024-05-01,"Blood","Stage II",109,0.156160458452722,0.0928449744463373,97.4166666666667,0.0902702702702703,NA,NA
2024-05-01,"Blood","Stage III",169,0.242120343839542,0.143952299829642,125.583333333333,0.116370656370656,NA,NA
2024-05-01,"Blood","Stage IV",300,0.429799426934097,0.255536626916525,257.166666666667,0.238301158301158,NA,NA
2024-05-01,"Blood","Unknown stage",476,NA,0.405451448040886,494.916666666667,0.458610038610039,NA,NA
2024-05-01,"Blood","Total",1174,NA,NA,1079.16666666667,1,NA,NA
2024-05-01,"Blood","TotalKnown",698,NA,NA,584.25,NA,NA,NA
2024-05-01,"Blood","Early stages (I+II)",229,0.328080229226361,0.195059625212947,201.5,0.186718146718147,30.7469583274201,38.4330055572004
2024-05-01,"Blood","Late stages (III+IV)",469,0.671919770773639,0.399488926746167,382.75,0.354671814671815,61.5669944427996,69.2530416725799
2024-05-01,"Bowel","Stage I",638,0.234214390602056,0.198691996262846,647.333333333333,0.201713840560893,NA,NA
2024-05-01,"Bowel","Stage II",701,0.257342143906021,0.218312052320149,685.083333333333,0.213477018956115,NA,NA
2024-05-01,"Bowel","Stage III",863,0.316813509544787,0.268763625038929,868.5,0.270631004933783,NA,NA
2024-05-01,"Bowel","Stage IV",522,0.191629955947137,0.162566178760511,516.333333333333,0.160893274474163,NA,NA
2024-05-01,"Bowel","Unknown stage",487,NA,0.151666147617565,491.916666666667,0.153284861075045,NA,NA
2024-05-01,"Bowel","Total",3211,NA,NA,3209.16666666667,1,NA,NA
2024-05-01,"Bowel","TotalKnown",2724,NA,NA,2717.25,NA,NA,NA
2024-05-01,"Bowel","Early stages (I+II)",1339,0.491556534508076,0.417004048582996,1332.41666666667,0.415190859517009,47.1585410913485,50.9151485490069
2024-05-01,"Bowel","Late stages (III+IV)",1385,0.508443465491924,0.431329803799439,1384.83333333333,0.431524279407946,49.0848514509931,52.8414589086515
2024-05-01,"Breast","Stage I",1542,0.429287305122494,0.368106946765338,1388.83333333333,0.349362736877411,NA,NA
2024-05-01,"Breast","Stage II",1509,0.420100222717149,0.36022917164001,1463,0.368019453295321,NA,NA
2024-05-01,"Breast","Stage III",371,0.103285077951002,0.0885652900453569,356.333333333333,0.0896360892168372,NA,NA
2024-05-01,"Breast","Stage IV",170,0.0473273942093541,0.0405824779183576,164,0.0412544021465705,NA,NA
2024-05-01,"Breast","Unknown stage",597,NA,0.142516113630938,603.166666666667,0.15172731846386,NA,NA
2024-05-01,"Breast","Total",4189,NA,NA,3975.33333333333,1,NA,NA
2024-05-01,"Breast","TotalKnown",3592,NA,NA,3372.16666666667,NA,NA,NA
2024-05-01,"Breast","Early stages (I+II)",3051,0.849387527839644,0.728336118405347,2851.83333333333,0.717382190172732,83.3112504443578,85.749602294657
2024-05-01,"Breast","Late stages (III+IV)",541,0.150612472160356,0.129147767963714,520.333333333333,0.130890491363408,14.250397705343,16.6887495556422
2024-05-01,"Cervical","Stage I",60,0.350877192982456,0.297029702970297,78.75,0.395397489539749,NA,NA
2024-05-01,"Cervical","Stage II",30,0.175438596491228,0.148514851485149,24.6666666666667,0.123849372384937,NA,NA
2024-05-01,"Cervical","Stage III",47,0.274853801169591,0.232673267326733,37.3333333333333,0.18744769874477,NA,NA
2024-05-01,"Cervical","Stage IV",34,0.198830409356725,0.168316831683168,26.9166666666667,0.135146443514644,NA,NA
2024-05-01,"Cervical","Unknown stage",31,NA,0.153465346534653,31.5,0.1581589958159,NA,NA
2024-05-01,"Cervical","Total",202,NA,NA,199.166666666667,1,NA,NA
2024-05-01,"Cervical","TotalKnown",171,NA,NA,167.666666666667,NA,NA,NA
2024-05-01,"Cervical","Early stages (I+II)",90,0.526315789473684,0.445544554455445,103.416666666667,0.519246861924686,54.1376416415205,68.6989828947048
2024-05-01,"Cervical","Late stages (III+IV)",81,0.473684210526316,0.400990099009901,64.25,0.322594142259414,31.3010171052952,45.8623583584795
2024-05-01,"Gynaecological","Stage I",669,0.560301507537688,0.468487394957983,616.25,0.44278785701455,NA,NA
2024-05-01,"Gynaecological","Stage II",91,0.076214405360134,0.0637254901960784,95.9166666666667,0.0689180288605473,NA,NA
2024-05-01,"Gynaecological","Stage III",253,0.211892797319933,0.177170868347339,240.416666666667,0.172744147057062,NA,NA
2024-05-01,"Gynaecological","Stage IV",181,0.151591289782245,0.126750700280112,180.416666666667,0.129632956110413,NA,NA
2024-05-01,"Gynaecological","Unknown stage",234,NA,0.163865546218487,258.75,0.185917010957428,NA,NA
